,user_id,count,mean,std,min,25%,50%,75%,max
382,14542,1.0,318.76,,318.76,318.76,318.76,318.76,318.76
383,14561,1.0,46.85,,46.85,46.85,46.85,46.85,46.85
384,14580,1.0,80.77,,80.77,80.77,80.77,80.77,80.77
385,14625,1.0,283.9,,283.9,283.9,283.9,283.9,283.9
386,14684,1.0,726.92,,726.92,726.92,726.92,726.92,726.92
387,14764,1.0,2528.98,,2528.98,2528.98,2528.98,2528.98,2528.98
388,14777,1.0,760.36,,760.36,760.36,760.36,760.36,760.36
389,14780,1.0,236.78,,236.78,236.78,236.78,236.78,236.78
390,14802,1.0,468.4,,468.4,468.4,468.4,468.4,468.4
391,14857,1.0,155.23,,155.23,155.23,155.23,155.23,155.23
392,14859,1.0,193.62,,193.62,193.62,193.62,193.62,193.62
393,14870,2.0,1590.585,75.48364889166395,1537.21,1563.8975,1590.585,1617.2725,1643.96
394,14882,1.0,248.82,,248.82,248.82,248.82,248.82,248.82
395,14884,1.0,407.67,,407.67,407.67,407.67,407.67,407.67
396,15031,1.0,636.35,,636.35,636.35,636.35,636.35,636.35
397,15076,1.0,1244.0,,1244.0,1244.0,1244.0,1244.0,1244.0
398,15131,1.0,456.08,,456.08,456.08,456.08,456.08,456.08
399,15146,1.0,1676.33,,1676.33,1676.33,1676.33,1676.33,1676.33
400,15154,1.0,354.8,,354.8,354.8,354.8,354.8,354.8
401,15225,1.0,464.58,,464.58,464.58,464.58,464.58,464.58
402,15229,1.0,95.15,,95.15,95.15,95.15,95.15,95.15
403,15267,1.0,1354.14,,1354.14,1354.14,1354.14,1354.14,1354.14
404,15293,1.0,69.9,,69.9,69.9,69.9,69.9,69.9
405,15312,1.0,2078.33,,2078.33,2078.33,2078.33,2078.33,2078.33
406,15357,1.0,259.45,,259.45,259.45,259.45,259.45,259.45
407,15398,1.0,10.11,,10.11,10.11,10.11,10.11,10.11
408,15399,1.0,421.87,,421.87,421.87,421.87,421.87,421.87
409,15428,1.0,295.4,,295.4,295.4,295.4,295.4,295.4
410,15519,1.0,2013.25,,2013.25,2013.25,2013.25,2013.25,2013.25
411,15554,1.0,2700.04,,2700.04,2700.04,2700.04,2700.04,2700.04
412,15569,1.0,271.03,,271.03,271.03,271.03,271.03,271.03
413,15599,1.0,1099.69,,1099.69,1099.69,1099.69,1099.69,1099.69
414,15601,1.0,131.35,,131.35,131.35,131.35,131.35,131.35
415,15606,1.0,990.06,,990.06,990.06,990.06,990.06,990.06
416,15629,2.0,1663.415,1467.4799161998776,625.75,1144.5825,1663.415,2182.2475,2701.08
417,15648,1.0,2167.22,,2167.22,2167.22,2167.22,2167.22,2167.22
418,15673,1.0,318.2,,318.2,318.2,318.2,318.2,318.2
419,15762,1.0,563.99,,563.99,563.99,563.99,563.99,563.99
420,15769,1.0,188.24,,188.24,188.24,188.24,188.24,188.24
421,15779,1.0,92.86,,92.86,92.86,92.86,92.86,92.86
422,15834,1.0,227.06,,227.06,227.06,227.06,227.06,227.06
423,15848,1.0,333.46,,333.46,333.46,333.46,333.46,333.46
424,15901,1.0,78.19,,78.19,78.19,78.19,78.19,78.19
425,15914,1.0,211.63,,211.63,211.63,211.63,211.63,211.63
426,15915,1.0,50.02,,50.02,50.02,50.02,50.02,50.02
427,15924,1.0,542.45,,542.45,542.45,542.45,542.45,542.45
428,15931,1.0,496.78,,496.78,496.78,496.78,496.78,496.78
429,15997,1.0,607.48,,607.48,607.48,607.48,607.48,607.48
430,16052,1.0,1093.13,,1093.13,1093.13,1093.13,1093.13,1093.13
431,16064,1.0,796.83,,796.83,796.83,796.83,796.83,796.83
432,16083,1.0,340.98,,340.98,340.98,340.98,340.98,340.98
433,16236,1.0,459.27,,459.27,459.27,459.27,459.27,459.27
434,16241,1.0,331.1,,331.1,331.1,331.1,331.1,331.1
435,16262,1.0,3679.41,,3679.41,3679.41,3679.41,3679.41,3679.41
436,16298,1.0,287.39,,287.39,287.39,287.39,287.39,287.39
437,16367,1.0,337.7,,337.7,337.7,337.7,337.7,337.7
438,16383,1.0,40.23,,40.23,40.23,40.23,40.23,40.23
439,16394,1.0,259.65,,259.65,259.65,259.65,259.65,259.65
440,16429,1.0,201.8,,201.8,201.8,201.8,201.8,201.8
441,16465,1.0,87.44,,87.44,87.44,87.44,87.44,87.44
442,16502,1.0,209.74,,209.74,209.74,209.74,209.74,209.74
443,16521,1.0,10.4,,10.4,10.4,10.4,10.4,10.4
444,16531,1.0,75.06,,75.06,75.06,75.06,75.06,75.06
445,16564,1.0,25.46,,25.46,25.46,25.46,25.46,25.46
446,16599,1.0,952.25,,952.25,952.25,952.25,952.25,952.25
447,16603,1.0,1534.4,,1534.4,1534.4,1534.4,1534.4,1534.4
448,16644,1.0,4055.58,,4055.58,4055.58,4055.58,4055.58,4055.58
449,16657,2.0,204.77999999999997,28.086281348729667,184.92,194.85,204.77999999999997,214.70999999999998,224.64
450,16746,1.0,910.94,,910.94,910.94,910.94,910.94,910.94
451,16756,1.0,493.0,,493.0,493.0,493.0,493.0,493.0
452,16781,2.0,495.83000000000004,8.951971849821708,489.5,492.665,495.83000000000004,498.995,502.16
453,16851,1.0,20.39,,20.39,20.39,20.39,20.39,20.39
454,16862,2.0,150.355,32.265282425542146,127.54,138.9475,150.355,161.7625,173.17
455,16900,1.0,3201.6,,3201.6,3201.6,3201.6,3201.6,3201.6
456,16913,1.0,666.98,,666.98,666.98,666.98,666.98,666.98
457,16938,1.0,262.47,,262.47,262.47,262.47,262.47,262.47
458,16949,1.0,558.54,,558.54,558.54,558.54,558.54,558.54
459,17025,1.0,2143.01,,2143.01,2143.01,2143.01,2143.01,2143.01
460,17119,1.0,423.57,,423.57,423.57,423.57,423.57,423.57
461,17160,1.0,282.34,,282.34,282.34,282.34,282.34,282.34
462,17183,1.0,345.89,,345.89,345.89,345.89,345.89,345.89
463,17211,1.0,187.29,,187.29,187.29,187.29,187.29,187.29
464,17246,2.0,666.0,43.26079287299302,635.41,650.7049999999999,666.0,681.2950000000001,696.59
465,17296,1.0,2399.7,,2399.7,2399.7,2399.7,2399.7,2399.7
466,17309,1.0,55.61,,55.61,55.61,55.61,55.61,55.61
467,17323,1.0,5.4,,5.4,5.4,5.4,5.4,5.4
468,17358,1.0,301.15,,301.15,301.15,301.15,301.15,301.15
469,17394,1.0,70.08,,70.08,70.08,70.08,70.08,70.08
470,17407,2.0,2708.535,25.0810775286867,2690.8,2699.6675,2708.535,2717.4025,2726.27
471,17500,1.0,80.75,,80.75,80.75,80.75,80.75,80.75
472,17507,1.0,608.0,,608.0,608.0,608.0,608.0,608.0
473,17605,1.0,917.65,,917.65,917.65,917.65,917.65,917.65
474,17640,1.0,404.71,,404.71,404.71,404.71,404.71,404.71
475,17643,1.0,80.81,,80.81,80.81,80.81,80.81,80.81
476,17658,1.0,698.03,,698.03,698.03,698.03,698.03,698.03
477,17664,1.0,162.73,,162.73,162.73,162.73,162.73,162.73
478,17679,1.0,1314.26,,1314.26,1314.26,1314.26,1314.26,1314.26
479,17682,1.0,292.83,,292.83,292.83,292.83,292.83,292.83
480,17694,1.0,1013.43,,1013.43,1013.43,1013.43,1013.43,1013.43
481,17807,4.0,560.6575,47.32720244919052,515.49,530.19,551.755,582.2225,623.63
482,17849,1.0,726.43,,726.43,726.43,726.43,726.43,726.43
483,17851,1.0,573.96,,573.96,573.96,573.96,573.96,573.96
484,17929,6.0,3640.1150000000002,732.8252180363337,2201.48,3636.3375,3963.44,4057.7650000000003,4095.82
485,17973,1.0,539.9,,539.9,539.9,539.9,539.9,539.9
486,17990,1.0,199.96,,199.96,199.96,199.96,199.96,199.96
487,18009,1.0,296.27,,296.27,296.27,296.27,296.27,296.27
488,18038,1.0,178.58,,178.58,178.58,178.58,178.58,178.58
489,18061,1.0,286.97,,286.97,286.97,286.97,286.97,286.97
490,18074,1.0,3064.61,,3064.61,3064.61,3064.61,3064.61,3064.61
491,18126,1.0,178.0,,178.0,178.0,178.0,178.0,178.0
492,18174,1.0,129.69,,129.69,129.69,129.69,129.69,129.69
493,18205,4.0,723.46,583.0190484595392,216.25,400.7575,561.63,884.3325,1554.33
494,18227,4.0,974.4300000000001,27.06933320198339,941.39,957.95,978.4300000000001,994.91,999.47
495,18257,1.0,288.64,,288.64,288.64,288.64,288.64,288.64
496,18277,1.0,2222.47,,2222.47,2222.47,2222.47,2222.47,2222.47
497,18345,1.0,303.08,,303.08,303.08,303.08,303.08,303.08
498,18411,1.0,75.62,,75.62,75.62,75.62,75.62,75.62
499,18435,1.0,99.94,,99.94,99.94,99.94,99.94,99.94
500,18465,1.0,57.96,,57.96,57.96,57.96,57.96,57.96
501,18479,1.0,260.77,,260.77,260.77,260.77,260.77,260.77
502,18481,1.0,5.86,,5.86,5.86,5.86,5.86,5.86
503,18555,1.0,232.27,,232.27,232.27,232.27,232.27,232.27
504,18576,1.0,860.54,,860.54,860.54,860.54,860.54,860.54
505,18591,1.0,524.03,,524.03,524.03,524.03,524.03,524.03
506,18611,1.0,75.86,,75.86,75.86,75.86,75.86,75.86
507,18626,1.0,768.39,,768.39,768.39,768.39,768.39,768.39
508,18638,1.0,726.24,,726.24,726.24,726.24,726.24,726.24
509,18745,1.0,3051.21,,3051.21,3051.21,3051.21,3051.21,3051.21
510,18824,1.0,44.65,,44.65,44.65,44.65,44.65,44.65
511,18833,1.0,1109.37,,1109.37,1109.37,1109.37,1109.37,1109.37
512,19058,1.0,550.45,,550.45,550.45,550.45,550.45,550.45
513,19117,1.0,118.4,,118.4,118.4,118.4,118.4,118.4
514,19158,1.0,174.37,,174.37,174.37,174.37,174.37,174.37
515,19160,1.0,677.91,,677.91,677.91,677.91,677.91,677.91
516,19166,1.0,305.85,,305.85,305.85,305.85,305.85,305.85
517,19190,1.0,1527.91,,1527.91,1527.91,1527.91,1527.91,1527.91
518,19199,1.0,10.87,,10.87,10.87,10.87,10.87,10.87
519,19244,1.0,2313.57,,2313.57,2313.57,2313.57,2313.57,2313.57
520,19248,1.0,1537.31,,1537.31,1537.31,1537.31,1537.31,1537.31
521,19335,1.0,136.36,,136.36,136.36,136.36,136.36,136.36
522,19363,1.0,187.81,,187.81,187.81,187.81,187.81,187.81
523,19385,2.0,100.705,0.007071067811859044,100.7,100.7025,100.705,100.7075,100.71
524,19392,1.0,99.31,,99.31,99.31,99.31,99.31,99.31
525,19418,1.0,1291.09,,1291.09,1291.09,1291.09,1291.09,1291.09
526,19430,1.0,204.09,,204.09,204.09,204.09,204.09,204.09
527,19432,1.0,144.76,,144.76,144.76,144.76,144.76,144.76
528,19440,1.0,514.42,,514.42,514.42,514.42,514.42,514.42
529,19559,1.0,713.54,,713.54,713.54,713.54,713.54,713.54
530,19563,1.0,818.41,,818.41,818.41,818.41,818.41,818.41
531,19566,1.0,799.1,,799.1,799.1,799.1,799.1,799.1
532,19623,1.0,214.29,,214.29,214.29,214.29,214.29,214.29
533,19675,1.0,999.34,,999.34,999.34,999.34,999.34,999.34
534,19799,1.0,1598.89,,1598.89,1598.89,1598.89,1598.89,1598.89
535,19820,3.0,2764.536666666667,2191.457419397724,234.06,2131.3050000000003,4028.55,4029.775,4031.0
536,19891,1.0,577.79,,577.79,577.79,577.79,577.79,577.79
537,19909,1.0,239.99,,239.99,239.99,239.99,239.99,239.99
538,19922,1.0,947.4,,947.4,947.4,947.4,947.4,947.4
539,19952,1.0,590.77,,590.77,590.77,590.77,590.77,590.77
540,19971,1.0,248.09,,248.09,248.09,248.09,248.09,248.09
541,20002,1.0,464.62,,464.62,464.62,464.62,464.62,464.62
542,20026,1.0,998.15,,998.15,998.15,998.15,998.15,998.15
543,20036,1.0,577.99,,577.99,577.99,577.99,577.99,577.99
544,20052,1.0,1065.44,,1065.44,1065.44,1065.44,1065.44,1065.44
545,20078,1.0,2838.91,,2838.91,2838.91,2838.91,2838.91,2838.91
546,20101,1.0,20.1,,20.1,20.1,20.1,20.1,20.1
547,20178,1.0,20.82,,20.82,20.82,20.82,20.82,20.82
548,20191,2.0,2344.355,122.78909255304372,2257.53,2300.9425,2344.355,2387.7675,2431.18
549,20193,1.0,421.84,,421.84,421.84,421.84,421.84,421.84
550,20354,1.0,238.67,,238.67,238.67,238.67,238.67,238.67
551,20367,1.0,1624.54,,1624.54,1624.54,1624.54,1624.54,1624.54
552,20407,1.0,69.78,,69.78,69.78,69.78,69.78,69.78
553,20505,1.0,1522.03,,1522.03,1522.03,1522.03,1522.03,1522.03
554,20554,1.0,1447.2,,1447.2,1447.2,1447.2,1447.2,1447.2
555,20556,1.0,1237.64,,1237.64,1237.64,1237.64,1237.64,1237.64
556,20577,1.0,203.92,,203.92,203.92,203.92,203.92,203.92
557,20595,1.0,3438.59,,3438.59,3438.59,3438.59,3438.59,3438.59
558,20625,1.0,842.55,,842.55,842.55,842.55,842.55,842.55
559,20641,1.0,295.42,,295.42,295.42,295.42,295.42,295.42
560,20797,1.0,511.42,,511.42,511.42,511.42,511.42,511.42
561,20799,1.0,202.95,,202.95,202.95,202.95,202.95,202.95
562,20839,1.0,769.38,,769.38,769.38,769.38,769.38,769.38
563,20841,1.0,207.94,,207.94,207.94,207.94,207.94,207.94
564,20866,1.0,133.41,,133.41,133.41,133.41,133.41,133.41
565,20892,1.0,666.57,,666.57,666.57,666.57,666.57,666.57
566,20913,1.0,104.81,,104.81,104.81,104.81,104.81,104.81
567,20963,1.0,10.16,,10.16,10.16,10.16,10.16,10.16
568,20975,1.0,59.04,,59.04,59.04,59.04,59.04,59.04
569,20998,1.0,2.71,,2.71,2.71,2.71,2.71,2.71
570,21010,1.0,249.36,,249.36,249.36,249.36,249.36,249.36
571,21035,1.0,622.96,,622.96,622.96,622.96,622.96,622.96
572,21048,2.0,1473.135,1448.6143072778207,448.81,960.9725000000001,1473.135,1985.2975000000001,2497.46
573,21056,1.0,325.31,,325.31,325.31,325.31,325.31,325.31
574,21166,1.0,416.41,,416.41,416.41,416.41,416.41,416.41
575,21221,1.0,1894.88,,1894.88,1894.88,1894.88,1894.88,1894.88
576,21233,2.0,1364.675,264.3235858753433,1177.77,1271.2224999999999,1364.675,1458.1275,1551.58
577,21395,1.0,902.51,,902.51,902.51,902.51,902.51,902.51
578,21398,1.0,261.1,,261.1,261.1,261.1,261.1,261.1
579,21440,1.0,165.65,,165.65,165.65,165.65,165.65,165.65
580,21527,1.0,564.82,,564.82,564.82,564.82,564.82,564.82
581,21627,1.0,318.46,,318.46,318.46,318.46,318.46,318.46
582,21643,1.0,335.15,,335.15,335.15,335.15,335.15,335.15
583,21702,2.0,3454.76,815.576961420564,2878.06,3166.41,3454.76,3743.11,4031.46
584,21768,6.0,858.7683333333334,337.64945925718087,170.69,969.7,993.6949999999999,1009.185,1018.48
585,21854,1.0,1058.34,,1058.34,1058.34,1058.34,1058.34,1058.34
586,21903,1.0,347.01,,347.01,347.01,347.01,347.01,347.01
587,21988,1.0,284.0,,284.0,284.0,284.0,284.0,284.0
588,21994,1.0,253.01,,253.01,253.01,253.01,253.01,253.01
589,22005,1.0,1187.51,,1187.51,1187.51,1187.51,1187.51,1187.51
590,22096,1.0,10.08,,10.08,10.08,10.08,10.08,10.08
591,22142,1.0,573.93,,573.93,573.93,573.93,573.93,573.93
592,22151,1.0,198.26,,198.26,198.26,198.26,198.26,198.26
593,22156,1.0,361.54,,361.54,361.54,361.54,361.54,361.54
594,22202,1.0,38.05,,38.05,38.05,38.05,38.05,38.05
595,22260,1.0,80.24,,80.24,80.24,80.24,80.24,80.24
596,22309,1.0,28.23,,28.23,28.23,28.23,28.23,28.23
597,22317,1.0,1149.83,,1149.83,1149.83,1149.83,1149.83,1149.83
598,22356,1.0,42.79,,42.79,42.79,42.79,42.79,42.79
599,22391,1.0,1203.12,,1203.12,1203.12,1203.12,1203.12,1203.12
600,22392,1.0,88.79,,88.79,88.79,88.79,88.79,88.79
601,22443,1.0,1123.35,,1123.35,1123.35,1123.35,1123.35,1123.35
602,22494,1.0,3222.25,,3222.25,3222.25,3222.25,3222.25,3222.25
603,22600,1.0,1595.56,,1595.56,1595.56,1595.56,1595.56,1595.56
604,22693,1.0,60.1,,60.1,60.1,60.1,60.1,60.1
605,22727,1.0,390.74,,390.74,390.74,390.74,390.74,390.74
606,22753,1.0,355.2,,355.2,355.2,355.2,355.2,355.2
607,22767,1.0,534.03,,534.03,534.03,534.03,534.03,534.03
608,22788,1.0,2009.24,,2009.24,2009.24,2009.24,2009.24,2009.24
609,22834,1.0,598.05,,598.05,598.05,598.05,598.05,598.05
610,22844,1.0,861.65,,861.65,861.65,861.65,861.65,861.65
611,22882,1.0,566.67,,566.67,566.67,566.67,566.67,566.67
612,23008,1.0,776.37,,776.37,776.37,776.37,776.37,776.37
613,23038,1.0,2020.44,,2020.44,2020.44,2020.44,2020.44,2020.44
614,23116,1.0,1527.21,,1527.21,1527.21,1527.21,1527.21,1527.21
615,23123,2.0,261.03,148.12472852295798,156.29,208.66,261.03,313.4,365.77
616,23151,1.0,445.43,,445.43,445.43,445.43,445.43,445.43
617,23170,1.0,977.19,,977.19,977.19,977.19,977.19,977.19
618,23183,1.0,143.95,,143.95,143.95,143.95,143.95,143.95
619,23201,2.0,1174.39,1400.5239750893236,184.07,679.23,1174.3899999999999,1669.55,2164.71
620,23204,4.0,814.0225,346.6428211069717,306.83,750.2149999999999,933.02,996.8275,1083.22
621,23238,1.0,154.12,,154.12,154.12,154.12,154.12,154.12
622,23243,1.0,482.55,,482.55,482.55,482.55,482.55,482.55
623,23285,1.0,2124.27,,2124.27,2124.27,2124.27,2124.27,2124.27
624,23336,1.0,45.64,,45.64,45.64,45.64,45.64,45.64
625,23340,1.0,1386.43,,1386.43,1386.43,1386.43,1386.43,1386.43
626,23354,1.0,362.15,,362.15,362.15,362.15,362.15,362.15
627,23365,1.0,265.16,,265.16,265.16,265.16,265.16,265.16
628,23391,1.0,645.84,,645.84,645.84,645.84,645.84,645.84
629,23420,1.0,2464.63,,2464.63,2464.63,2464.63,2464.63,2464.63
630,23429,2.0,834.0450000000001,25.547768004269958,815.98,825.0125,834.0450000000001,843.0775,852.11
631,23494,1.0,348.12,,348.12,348.12,348.12,348.12,348.12
632,23495,1.0,226.39,,226.39,226.39,226.39,226.39,226.39
633,23546,1.0,3585.9,,3585.9,3585.9,3585.9,3585.9,3585.9
634,23575,1.0,380.8,,380.8,380.8,380.8,380.8,380.8
635,23577,1.0,2571.24,,2571.24,2571.24,2571.24,2571.24,2571.24
636,23633,1.0,3496.94,,3496.94,3496.94,3496.94,3496.94,3496.94
637,23720,1.0,30.45,,30.45,30.45,30.45,30.45,30.45
638,23723,2.0,1324.705,614.8081330382676,889.97,1107.3375,1324.705,1542.0725,1759.44
639,23733,1.0,393.71,,393.71,393.71,393.71,393.71,393.71
640,23864,1.0,415.6,,415.6,415.6,415.6,415.6,415.6
641,23916,1.0,1754.77,,1754.77,1754.77,1754.77,1754.77,1754.77
642,23943,1.0,852.75,,852.75,852.75,852.75,852.75,852.75
643,23970,2.0,976.5699999999999,908.9716250796831,333.83,655.2,976.5699999999999,1297.94,1619.31
644,23988,1.0,10.96,,10.96,10.96,10.96,10.96,10.96
645,24027,1.0,2079.92,,2079.92,2079.92,2079.92,2079.92,2079.92
646,24055,1.0,649.3,,649.3,649.3,649.3,649.3,649.3
647,24071,1.0,163.86,,163.86,163.86,163.86,163.86,163.86
648,24223,1.0,2590.71,,2590.71,2590.71,2590.71,2590.71,2590.71
649,24312,1.0,1033.99,,1033.99,1033.99,1033.99,1033.99,1033.99
650,24328,1.0,189.15,,189.15,189.15,189.15,189.15,189.15
651,24338,1.0,2376.62,,2376.62,2376.62,2376.62,2376.62,2376.62
652,24339,1.0,272.9,,272.9,272.9,272.9,272.9,272.9
653,24341,1.0,451.79,,451.79,451.79,451.79,451.79,451.79
654,24460,1.0,859.77,,859.77,859.77,859.77,859.77,859.77
655,24463,1.0,99.54,,99.54,99.54,99.54,99.54,99.54
656,24543,2.0,1856.195,1911.3591270219208,504.66,1180.4275,1856.195,2531.9625,3207.73
657,24601,1.0,987.11,,987.11,987.11,987.11,987.11,987.11
658,24625,2.0,1019.115,720.4216018762902,509.7,764.4075,1019.115,1273.8225,1528.53
659,24635,1.0,720.48,,720.48,720.48,720.48,720.48,720.48
660,24644,2.0,2104.585,2783.6177680223986,136.27,1120.4275,2104.585,3088.7425000000003,4072.9
661,24697,1.0,137.05,,137.05,137.05,137.05,137.05,137.05
662,24776,2.0,712.32,724.9117299368248,199.73,456.025,712.32,968.615,1224.91
663,24871,1.0,259.9,,259.9,259.9,259.9,259.9,259.9
664,24919,1.0,390.07,,390.07,390.07,390.07,390.07,390.07
665,25045,1.0,88.09,,88.09,88.09,88.09,88.09,88.09
666,25067,1.0,231.91,,231.91,231.91,231.91,231.91,231.91
667,25123,1.0,528.6,,528.6,528.6,528.6,528.6,528.6
668,25127,1.0,444.69,,444.69,444.69,444.69,444.69,444.69
669,25167,1.0,709.57,,709.57,709.57,709.57,709.57,709.57
670,25173,1.0,503.24,,503.24,503.24,503.24,503.24,503.24
671,25234,1.0,58.16,,58.16,58.16,58.16,58.16,58.16
672,25361,1.0,835.19,,835.19,835.19,835.19,835.19,835.19
673,25385,2.0,4057.415,19.02824348172989,4043.96,4050.6875,4057.415,4064.1425,4070.87
674,25391,1.0,2876.39,,2876.39,2876.39,2876.39,2876.39,2876.39
675,25415,1.0,2102.85,,2102.85,2102.85,2102.85,2102.85,2102.85
676,25426,1.0,534.81,,534.81,534.81,534.81,534.81,534.81
677,25438,1.0,1363.34,,1363.34,1363.34,1363.34,1363.34,1363.34
678,25445,1.0,474.29,,474.29,474.29,474.29,474.29,474.29
679,25452,1.0,775.85,,775.85,775.85,775.85,775.85,775.85
680,25484,1.0,498.32,,498.32,498.32,498.32,498.32,498.32
681,25488,1.0,150.54,,150.54,150.54,150.54,150.54,150.54
682,25562,1.0,10.09,,10.09,10.09,10.09,10.09,10.09
683,25574,1.0,1864.43,,1864.43,1864.43,1864.43,1864.43,1864.43
684,25617,1.0,1921.08,,1921.08,1921.08,1921.08,1921.08,1921.08
685,25653,1.0,4042.76,,4042.76,4042.76,4042.76,4042.76,4042.76
686,25661,1.0,318.37,,318.37,318.37,318.37,318.37,318.37
687,25678,1.0,319.01,,319.01,319.01,319.01,319.01,319.01
688,25789,1.0,187.69,,187.69,187.69,187.69,187.69,187.69
689,25791,1.0,545.39,,545.39,545.39,545.39,545.39,545.39
690,26036,1.0,741.91,,741.91,741.91,741.91,741.91,741.91
691,26088,1.0,20.6,,20.6,20.6,20.6,20.6,20.6
692,26106,2.0,258.185,4.6315494167718745,254.91,256.5475,258.185,259.8225,261.46
693,26109,1.0,3575.37,,3575.37,3575.37,3575.37,3575.37,3575.37
694,26146,1.0,257.07,,257.07,257.07,257.07,257.07,257.07
695,26151,1.0,305.93,,305.93,305.93,305.93,305.93,305.93
696,26251,2.0,843.365,209.31067829902992,695.36,769.3625,843.365,917.3675000000001,991.37
697,26257,1.0,1760.34,,1760.34,1760.34,1760.34,1760.34,1760.34
698,26277,1.0,52.49,,52.49,52.49,52.49,52.49,52.49
699,26386,1.0,475.38,,475.38,475.38,475.38,475.38,475.38
700,26390,1.0,10.24,,10.24,10.24,10.24,10.24,10.24
701,26425,1.0,64.68,,64.68,64.68,64.68,64.68,64.68
702,26467,1.0,1452.41,,1452.41,1452.41,1452.41,1452.41,1452.41
703,26539,1.0,50.85,,50.85,50.85,50.85,50.85,50.85
704,26557,1.0,2578.9,,2578.9,2578.9,2578.9,2578.9,2578.9
705,26780,1.0,10.24,,10.24,10.24,10.24,10.24,10.24
706,26891,1.0,860.85,,860.85,860.85,860.85,860.85,860.85
707,26913,2.0,146.895,48.670159749070066,112.48,129.6875,146.895,164.1025,181.31
708,27011,1.0,214.12,,214.12,214.12,214.12,214.12,214.12
709,27027,1.0,25.45,,25.45,25.45,25.45,25.45,25.45
710,27038,1.0,356.81,,356.81,356.81,356.81,356.81,356.81
711,27073,1.0,1112.69,,1112.69,1112.69,1112.69,1112.69,1112.69
712,27079,1.0,139.96,,139.96,139.96,139.96,139.96,139.96
713,27103,1.0,197.5,,197.5,197.5,197.5,197.5,197.5
714,27161,1.0,199.44,,199.44,199.44,199.44,199.44,199.44
715,27183,2.0,860.415,1193.4618963544667,16.51,438.4625,860.415,1282.3674999999998,1704.32
716,27277,1.0,390.68,,390.68,390.68,390.68,390.68,390.68
717,27279,1.0,484.1,,484.1,484.1,484.1,484.1,484.1
718,27370,1.0,80.52,,80.52,80.52,80.52,80.52,80.52
719,27542,1.0,90.1,,90.1,90.1,90.1,90.1,90.1
720,27555,4.0,643.06,337.9932112730471,202.92,523.125,673.915,793.85,1021.49
721,27576,1.0,81.07,,81.07,81.07,81.07,81.07,81.07
722,27581,1.0,149.3,,149.3,149.3,149.3,149.3,149.3
723,27657,5.0,3110.1200000000003,811.0255742885054,2083.92,2635.57,2991.46,3802.69,4036.96
724,27686,1.0,294.22,,294.22,294.22,294.22,294.22,294.22
725,27690,1.0,252.72,,252.72,252.72,252.72,252.72,252.72
726,27715,1.0,205.56,,205.56,205.56,205.56,205.56,205.56
727,27779,2.0,1929.81,851.936392109176,1327.4,1628.605,1929.81,2231.015,2532.22
728,27854,1.0,260.22,,260.22,260.22,260.22,260.22,260.22
729,27891,1.0,999.42,,999.42,999.42,999.42,999.42,999.42
730,27901,1.0,681.76,,681.76,681.76,681.76,681.76,681.76
731,27916,1.0,6.3,,6.3,6.3,6.3,6.3,6.3
732,27939,3.0,1858.996666666667,1048.6053672537316,1177.96,1255.23,1332.5,2199.5150000000003,3066.53
733,27950,1.0,628.3,,628.3,628.3,628.3,628.3,628.3
734,27987,1.0,571.76,,571.76,571.76,571.76,571.76,571.76
735,28025,1.0,460.1,,460.1,460.1,460.1,460.1,460.1
736,28046,1.0,902.88,,902.88,902.88,902.88,902.88,902.88
737,28081,1.0,754.5,,754.5,754.5,754.5,754.5,754.5
738,28115,1.0,2486.16,,2486.16,2486.16,2486.16,2486.16,2486.16
739,28146,1.0,110.95,,110.95,110.95,110.95,110.95,110.95
740,28198,1.0,409.15,,409.15,409.15,409.15,409.15,409.15
741,28218,5.0,593.234,341.3489845158471,280.24,365.05,426.84,809.13,1084.91
742,28241,1.0,242.6,,242.6,242.6,242.6,242.6,242.6
743,28326,1.0,369.82,,369.82,369.82,369.82,369.82,369.82
744,28360,1.0,2082.94,,2082.94,2082.94,2082.94,2082.94,2082.94
745,28404,1.0,559.26,,559.26,559.26,559.26,559.26,559.26
746,28412,1.0,267.82,,267.82,267.82,267.82,267.82,267.82
747,28421,1.0,152.1,,152.1,152.1,152.1,152.1,152.1
748,28428,1.0,77.94,,77.94,77.94,77.94,77.94,77.94
749,28434,1.0,177.74,,177.74,177.74,177.74,177.74,177.74
750,28487,1.0,88.84,,88.84,88.84,88.84,88.84,88.84
751,28518,2.0,2384.35,2380.8992429332243,700.8,1542.575,2384.35,3226.125,4067.9
752,28646,1.0,670.2,,670.2,670.2,670.2,670.2,670.2
753,28685,1.0,173.03,,173.03,173.03,173.03,173.03,173.03
754,28690,1.0,249.51,,249.51,249.51,249.51,249.51,249.51
755,28715,1.0,186.66,,186.66,186.66,186.66,186.66,186.66
756,28742,1.0,155.51,,155.51,155.51,155.51,155.51,155.51
757,28771,1.0,1295.76,,1295.76,1295.76,1295.76,1295.76,1295.76
758,28805,1.0,5.65,,5.65,5.65,5.65,5.65,5.65
759,28839,1.0,1005.25,,1005.25,1005.25,1005.25,1005.25,1005.25
760,28995,1.0,2583.27,,2583.27,2583.27,2583.27,2583.27,2583.27
761,29015,1.0,640.8,,640.8,640.8,640.8,640.8,640.8
762,29073,1.0,211.35,,211.35,211.35,211.35,211.35,211.35
763,29270,1.0,809.01,,809.01,809.01,809.01,809.01,809.01
